FIPS,2000_tract,2000_total,2000_white,2000_black,2000_native,2000_asian,2000_other,2000_mixed,2000_latino,2000_pct_white,2000_pct_black,2000_pct_native,2000_pct_asian,PCT_SE_T015_007,2000_pct_other,2000_pct_mixed,2000_pct_latino,2000_over_25,2000_educ_less_hs,2000_educ_hs,2000_educ_some_college,2000_educ_bach,2000_educ_masters,2000_educ_professional,2000_educ_doct,2000_pct_educ_less_hs,2000_pct_educ_educ_hs,2000_pct_educ_some_college,2000_pct_educ_bach,2000_pct_educ_masters,2000_pct_educ_professional,2000_pct_educ_doct,2000_over_16,2000_employed,2000_unemployed,2000_pct_employed,2000_pct_unemployed,2000_med_income_1999,2000_occupied_units,2000_owner,2000_renter,2000_pct_owner,2000_pct_renter,2000_med_value_owner,2000_med_gross_rent
6037481800,481800,2710,582,7,3,1452,9,58,596,21.48,0.26,0.11,53.58,0.11,0.33,2.14,21.99,2083,379,1704,1284,753,234,72,9,18.19,81.81,61.64,36.15,11.23,3.46,0.43,1260,1194,66,94.76,5.24,58875,916,735,181,80.24,19.76,220700,847
6037481901,481901,6704,1191,240,19,2137,11,134,2971,17.77,3.58,0.28,31.88,0.01,0.16,2,44.32,4326,1045,3281,2474,1182,409,140,56,24.16,75.84,57.19,27.32,9.45,3.24,1.29,3225,2964,261,91.91,8.09,51828,1971,1302,669,66.06,33.94,219000,723
6037481902,481902,3306,462,22,10,1250,2,63,1494,13.97,0.67,0.3,37.81,0.09,0.06,1.91,45.19,2210,653,1557,1251,512,192,94,26,29.55,70.45,56.61,23.17,8.69,4.25,1.18,1340,1228,112,91.64,8.36,45025,1029,515,514,50.05,49.95,212800,713
6037482001,482001,2819,309,20,2,2094,0,69,324,10.96,0.71,0.07,74.28,0.04,0,2.45,11.49,2132,281,1851,1594,1009,386,158,30,13.18,86.82,74.77,47.33,18.11,7.41,1.41,1197,1145,52,95.66,4.34,72500,975,857,118,87.9,12.1,268700,1175
6037482002,482002,6811,432,31,3,4453,15,139,1737,6.34,0.46,0.04,65.38,0.01,0.22,2.04,25.5,4941,845,4096,3160,1656,595,266,72,17.1,82.9,63.95,33.52,12.04,5.38,1.46,3022,2920,102,96.62,3.38,41718,2473,1414,1059,57.18,42.82,264600,707
6037482101,482101,4539,311,11,9,2823,7,71,1307,6.85,0.24,0.2,62.19,0,0.15,1.56,28.79,3077,947,2130,1732,814,222,144,25,30.78,69.22,56.29,26.45,7.21,4.68,0.81,1992,1870,122,93.88,6.12,40962,1402,751,651,53.57,46.43,191100,746
6037482102,482102,2837,403,6,4,1532,3,47,835,14.21,0.21,0.14,54,0.25,0.11,1.66,29.43,2096,352,1744,1373,636,192,49,33,16.79,83.21,65.51,30.34,9.16,2.34,1.57,1355,1269,86,93.65,6.35,53633,952,720,232,75.63,24.37,222700,907
6037482201,482201,3753,189,3,2,2544,2,54,959,5.04,0.08,0.05,67.79,0,0.05,1.44,25.55,2590,935,1655,1123,544,167,74,31,36.1,63.9,43.36,21,6.45,2.86,1.2,1557,1440,117,92.49,7.51,36696,1185,429,756,36.2,63.8,197300,707
6037482202,482202,5135,217,17,3,3601,6,77,1214,4.23,0.33,0.06,70.13,0,0.12,1.5,23.64,3366,1131,2235,1510,729,134,31,0,33.6,66.4,44.86,21.66,3.98,0.92,0,2290,2136,154,93.28,6.72,39219,1541,565,976,36.66,63.34,160900,739
6037482301,482301,5180,260,44,22,2863,2,58,1930,5.02,0.85,0.42,55.27,0.02,0.04,1.12,37.26,3099,1639,1460,883,310,43,14,0,52.89,47.11,28.49,10,1.39,0.45,0,2151,1954,197,90.84,9.16,32733,1311,507,804,38.67,61.33,176400,748
6037482303,482303,5765,258,36,15,2766,3,79,2608,4.48,0.62,0.26,47.98,0,0.05,1.37,45.24,3326,1757,1569,975,265,69,40,26,52.83,47.17,29.31,7.97,2.07,1.2,0.78,2008,1876,132,93.43,6.57,26082,1438,443,995,30.81,69.19,180200,716
6037482304,482304,3890,169,9,6,1473,3,70,2158,4.34,0.23,0.15,37.87,0.05,0.08,1.8,55.48,2090,1325,765,374,101,5,5,0,63.4,36.6,17.89,4.83,0.24,0.24,0,1571,1416,155,90.13,9.87,25127,986,267,719,27.08,72.92,152300,637
6037482401,482401,3919,194,11,2,1771,0,52,1888,4.95,0.28,0.05,45.19,0.03,0,1.33,48.18,2265,1277,988,485,179,64,15,8,56.38,43.62,21.41,7.9,2.83,0.66,0.35,1637,1410,227,86.13,13.87,32768,931,365,566,39.21,60.79,171300,721
6037482402,482402,6972,527,42,16,3249,1,131,2995,7.56,0.6,0.23,46.6,0.16,0.01,1.88,42.96,4583,1896,2687,1758,718,201,27,11,41.37,58.63,38.36,15.67,4.39,0.59,0.24,2893,2687,206,92.88,7.12,41742,2018,1188,830,58.87,41.13,167600,740
6037482502,482502,3420,177,23,8,1920,2,45,1242,5.18,0.67,0.23,56.14,0.09,0.06,1.32,36.32,2074,1096,978,651,254,75,43,0,52.84,47.16,31.39,12.25,3.62,2.07,0,1267,1156,111,91.24,8.76,36143,814,340,474,41.77,58.23,167200,712
6037482503,482503,4322,131,5,4,2143,5,18,2016,3.03,0.12,0.09,49.58,0,0.12,0.42,46.65,2550,1549,1001,611,127,15,9,0,60.75,39.25,23.96,4.98,0.59,0.35,0,1640,1522,118,92.8,7.2,29853,1008,346,662,34.33,65.67,187000,716
6037482521,482521,5525,441,35,18,2190,8,84,2745,7.98,0.63,0.33,39.64,0.07,0.14,1.52,49.68,3568,1395,2173,1373,606,174,51,17,39.1,60.9,38.48,16.98,4.88,1.43,0.48,2350,2081,269,88.55,11.45,49511,1406,987,419,70.2,29.8,164300,726
6037482522,482522,4434,468,80,9,1680,1,91,2100,10.55,1.8,0.2,37.89,0.11,0.02,2.05,47.36,3082,541,2541,1820,947,215,49,0,17.55,82.45,59.05,30.73,6.98,1.59,0,2146,2030,116,94.59,5.41,52002,1516,1018,498,67.15,32.85,146700,872
6037482600,482600,6752,755,22,17,4247,8,128,1572,11.18,0.33,0.25,62.9,0.04,0.12,1.9,23.28,5001,899,4102,3131,1796,483,175,37,17.98,82.02,62.61,35.91,9.66,3.5,0.74,3069,2996,73,97.62,2.38,59676,2228,1764,464,79.17,20.83,230400,860
6037482701,482701,4190,348,9,24,1093,3,65,2646,8.31,0.21,0.57,26.09,0.05,0.07,1.55,63.15,2667,853,1814,1191,435,111,22,0,31.98,68.02,44.66,16.31,4.16,0.82,0,1751,1612,139,92.06,7.94,37222,1367,790,577,57.79,42.21,196800,732
6037482702,482702,2439,313,1,9,1054,7,40,1014,12.83,0.04,0.37,43.21,0.04,0.29,1.64,41.57,1853,353,1500,908,344,110,35,0,19.05,80.95,49,18.56,5.94,1.89,0,1074,1065,9,99.16,0.84,44292,816,657,159,80.51,19.49,195800,840
6037482800,482800,4309,482,11,8,1737,2,69,1999,11.19,0.26,0.19,40.31,0.02,0.05,1.6,46.39,2919,813,2106,1325,514,179,74,26,27.85,72.15,45.39,17.61,6.13,2.54,0.89,1823,1686,137,92.48,7.52,46708,1351,992,359,73.43,26.57,205800,809
6037500100,500100,3343,2380,37,0,348,3,90,482,71.19,1.11,0,10.41,0.09,0.09,2.69,14.42,2378,182,2196,1803,1189,618,247,64,7.65,92.35,75.82,50,25.99,10.39,2.69,1530,1496,34,97.78,2.22,102046,1155,1084,71,93.85,6.15,428000,1027
6037500201,500201,5950,4155,32,21,289,11,116,1320,69.83,0.54,0.35,4.86,0.1,0.18,1.95,22.18,4175,291,3884,3043,1584,520,174,74,6.97,93.03,72.89,37.94,12.46,4.17,1.77,2817,2751,66,97.66,2.34,80332,2008,1866,142,92.93,7.07,280400,963
6037500202,500202,4451,2632,31,4,478,6,96,1201,59.13,0.7,0.09,10.74,0.07,0.13,2.16,26.98,3198,257,2941,2424,1446,612,301,87,8.04,91.96,75.8,45.22,19.14,9.41,2.72,2089,2022,67,96.79,3.21,92523,1584,1387,197,87.56,12.44,435300,697
6037500300,500300,2894,902,42,7,556,6,92,1289,31.17,1.45,0.24,19.21,0,0.21,3.18,44.54,1994,183,1811,1542,791,312,123,18,9.18,90.82,77.33,39.67,15.65,6.17,0.9,1648,1586,62,96.24,3.76,76236,1042,904,138,86.76,13.24,301100,967
6037500401,500401,8980,608,33,27,619,4,65,7619,6.77,0.37,0.3,6.89,0.06,0.04,0.72,84.84,5480,1975,3505,2133,745,169,52,18,36.04,63.96,38.92,13.59,3.08,0.95,0.33,3921,3670,251,93.6,6.4,57128,2330,1938,392,83.18,16.82,173000,904
6037500402,500402,5098,186,15,19,104,0,10,4764,3.65,0.29,0.37,2.04,0,0,0.2,93.45,2746,1731,1015,535,111,28,0,0,63.04,36.96,19.48,4.04,1.02,0,0,2043,1852,191,90.65,9.35,31094,1220,581,639,47.62,52.38,154800,546
6037500500,500500,2889,246,15,5,125,0,14,2484,8.52,0.52,0.17,4.33,0,0,0.48,85.98,1772,803,969,527,84,44,14,0,45.32,54.68,29.74,4.74,2.48,0.79,0,1164,1072,92,92.1,7.9,35036,837,663,174,79.21,20.79,111300,750
6037500600,500600,5788,202,5,15,43,12,41,5463,3.49,0.09,0.26,0.74,0.12,0.21,0.71,94.38,3195,1829,1366,706,199,74,74,48,57.25,42.75,22.1,6.23,2.32,2.32,1.5,2293,2085,208,90.93,9.07,38136,1345,912,433,67.81,32.19,157200,609
6037500700,500700,6516,583,24,25,65,0,35,5783,8.95,0.37,0.38,1,0.02,0,0.54,88.75,4067,2067,2000,1004,196,61,28,0,50.82,49.18,24.69,4.82,1.5,0.69,0,2766,2591,175,93.67,6.33,45493,1705,1325,380,77.71,22.29,171300,744
6037500800,500800,5397,397,29,21,66,2,32,4847,7.36,0.54,0.39,1.22,0.06,0.04,0.59,89.81,3153,1309,1844,813,246,48,8,0,41.52,58.48,25.78,7.8,1.52,0.25,0,2303,2141,162,92.97,7.03,40320,1413,1044,369,73.89,26.11,170400,755
6037500900,500900,5652,439,19,26,49,0,32,5087,7.77,0.34,0.46,0.87,0,0,0.57,90,3377,1483,1894,1070,186,36,27,5,43.91,56.09,31.68,5.51,1.07,0.8,0.15,2105,1938,167,92.07,7.93,39688,1587,926,661,58.35,41.65,164800,589
6037501000,501000,7783,1261,26,31,126,15,72,6237,16.2,0.33,0.4,1.62,0.19,0.19,0.93,80.14,4564,1619,2945,1707,482,129,54,6,35.47,64.53,37.4,10.56,2.83,1.18,0.13,3404,3056,348,89.78,10.22,48246,2091,1624,467,77.67,22.33,171100,791
6037501200,501200,4828,1051,32,10,126,9,64,3531,21.77,0.66,0.21,2.61,0.1,0.19,1.33,73.14,2910,870,2040,1356,481,131,44,15,29.9,70.1,46.6,16.53,4.5,1.51,0.52,2231,2099,132,94.08,5.92,47297,1486,1030,456,69.31,30.69,183400,775
6037501300,501300,6797,2123,32,23,131,12,108,4358,31.23,0.47,0.34,1.93,0.15,0.18,1.59,64.12,4407,821,3586,2492,906,392,196,30,18.63,81.37,56.55,20.56,8.89,4.45,0.68,3328,3154,174,94.77,5.23,52962,2441,1545,896,63.29,36.71,195800,823
6037501400,501400,4221,570,35,24,57,8,42,3485,13.5,0.83,0.57,1.35,0,0.19,1,82.56,2320,967,1353,828,236,57,44,10,41.68,58.32,35.69,10.17,2.46,1.9,0.43,1807,1638,169,90.65,9.35,38983,1269,460,809,36.25,63.75,161200,700
6037501501,501501,2164,1152,38,6,95,4,47,821,53.23,1.76,0.28,4.39,0.05,0.18,2.17,37.94,1634,133,1501,1175,608,283,56,25,8.14,91.86,71.91,37.21,17.32,3.43,1.53,1115,1032,83,92.56,7.44,72473,840,730,110,86.9,13.1,252400,780
6037501503,501503,4966,1650,54,34,115,13,128,2957,33.23,1.09,0.68,2.32,0.3,0.26,2.58,59.54,3079,537,2542,1908,770,180,41,10,17.44,82.56,61.97,25.01,5.85,1.33,0.32,2682,2505,177,93.4,6.6,41696,2011,459,1552,22.82,77.18,229300,714
6037501504,501504,3627,979,40,33,158,3,60,2353,26.99,1.1,0.91,4.36,0.03,0.08,1.65,64.87,2304,643,1661,1127,454,171,113,75,27.91,72.09,48.91,19.7,7.42,4.9,3.26,1590,1416,174,89.06,10.94,26150,1564,178,1386,11.38,88.62,229100,614
6037501600,501600,6915,3384,104,18,540,17,137,2708,48.94,1.5,0.26,7.81,0.1,0.25,1.98,39.16,4204,537,3667,2955,1638,630,253,61,12.77,87.23,70.29,38.96,14.99,6.02,1.45,3478,3363,115,96.69,3.31,68015,2305,1628,677,70.63,29.37,319400,683
6037501700,501700,3418,1773,15,1,100,4,63,1458,51.87,0.44,0.03,2.93,0.12,0.12,1.84,42.66,2338,223,2115,1566,709,200,43,8,9.54,90.46,66.98,30.33,8.55,1.84,0.34,1578,1532,46,97.08,2.92,58830,1281,933,348,72.83,27.17,242800,754
6037501801,501801,7428,1082,79,50,63,5,99,6045,14.57,1.06,0.67,0.85,0.07,0.07,1.33,81.38,3796,1784,2012,1172,370,77,0,0,47,53,30.87,9.75,2.03,0,0,3002,2616,386,87.14,12.86,30814,2272,260,2012,11.44,88.56,169400,654
6037501802,501802,3255,1340,28,10,111,3,64,1693,41.17,0.86,0.31,3.41,0.18,0.09,1.97,52.01,2154,273,1881,1299,402,118,25,7,12.67,87.33,60.31,18.66,5.48,1.16,0.32,1708,1613,95,94.44,5.56,46315,1178,529,649,44.91,55.09,208400,803
6037501900,501900,3981,1602,23,11,82,1,85,2174,40.24,0.58,0.28,2.06,0.08,0.03,2.14,54.61,2461,418,2043,1289,408,94,26,20,16.98,83.02,52.38,16.58,3.82,1.06,0.81,1961,1890,71,96.38,3.62,55515,1337,1079,258,80.7,19.3,171400,956
6037502001,502001,4048,1315,38,24,67,2,54,2547,32.49,0.94,0.59,1.66,0.02,0.05,1.33,62.92,2382,586,1796,1080,233,110,37,0,24.6,75.4,45.34,9.78,4.62,1.55,0,1852,1758,94,94.92,5.08,50386,1216,841,375,69.16,30.84,177800,798
6037502002,502002,7033,973,28,20,188,4,76,5737,13.83,0.4,0.28,2.67,0.1,0.06,1.08,81.57,3778,1719,2059,1177,253,94,40,18,45.5,54.5,31.15,6.7,2.49,1.06,0.48,2875,2707,168,94.16,5.84,42644,1800,991,809,55.06,44.94,164000,695
6037502100,502100,5917,1146,228,23,146,8,72,4288,19.37,3.85,0.39,2.47,0.1,0.14,1.22,72.47,3140,1375,1765,1105,289,65,40,0,43.79,56.21,35.19,9.2,2.07,1.27,0,2133,1898,235,88.98,11.02,41910,1551,955,596,61.57,38.43,163000,712
6037502200,502200,6467,1027,23,12,85,4,49,5260,15.88,0.36,0.19,1.31,0.11,0.06,0.76,81.34,3957,1527,2430,1375,320,62,11,0,38.59,61.41,34.75,8.09,1.57,0.28,0,2692,2567,125,95.36,4.64,45230,1818,1301,517,71.56,28.44,162600,825
6037502301,502301,5414,404,12,14,54,1,34,4894,7.46,0.22,0.26,1,0.02,0.02,0.63,90.4,3149,1338,1811,815,176,40,0,0,42.49,57.51,25.88,5.59,1.27,0,0,2435,2237,198,91.87,8.13,49792,1308,1027,281,78.52,21.48,161700,882
6037502302,502302,3008,178,18,4,40,5,12,2744,5.92,0.6,0.13,1.33,0.23,0.17,0.4,91.22,1578,945,633,367,80,4,0,0,59.89,40.11,23.26,5.07,0.25,0,0,1199,1090,109,90.91,9.09,36071,714,238,476,33.33,66.67,160400,646
6037502401,502401,4552,344,44,20,88,1,40,4011,7.56,0.97,0.44,1.93,0.09,0.02,0.88,88.12,2573,1127,1446,747,255,72,53,0,43.8,56.2,29.03,9.91,2.8,2.06,0,1697,1564,133,92.16,7.84,46745,1152,843,309,73.18,26.82,173300,658
6037502402,502402,4173,337,38,19,23,6,8,3741,8.08,0.91,0.46,0.55,0.02,0.14,0.19,89.65,2348,969,1379,751,214,39,39,7,41.27,58.73,31.98,9.11,1.66,1.66,0.3,1619,1516,103,93.64,6.36,39963,1013,836,177,82.53,17.47,165900,860
6037502500,502500,4076,433,15,9,103,3,50,3461,10.62,0.37,0.22,2.53,0.05,0.07,1.23,84.91,2307,1085,1222,686,144,48,10,0,47.03,52.97,29.74,6.24,2.08,0.43,0,1510,1338,172,88.61,11.39,35294,1066,585,481,54.88,45.12,156600,645
6037502601,502601,7090,685,15,11,121,11,33,6210,9.66,0.21,0.16,1.71,0.06,0.16,0.47,87.59,4133,1573,2560,1278,186,68,33,7,38.06,61.94,30.92,4.5,1.65,0.8,0.17,2784,2628,156,94.4,5.6,50682,1791,1549,242,86.49,13.51,164100,917
6037502602,502602,4474,533,67,10,133,7,33,3681,11.91,1.5,0.22,2.97,0.22,0.16,0.74,82.28,2669,975,1694,780,144,50,34,0,36.53,63.47,29.22,5.4,1.87,1.27,0,1712,1628,84,95.09,4.91,31266,1312,660,652,50.3,49.7,176300,689
6037502700,502700,7177,721,106,22,181,0,90,6050,10.05,1.48,0.31,2.52,0.1,0,1.25,84.3,4288,1649,2639,1368,417,64,51,17,38.46,61.54,31.9,9.72,1.49,1.19,0.4,2901,2607,294,89.87,10.13,50379,1921,1381,540,71.89,28.11,160700,719
6037502800,502800,8627,2496,512,51,420,14,118,5005,28.93,5.93,0.59,4.87,0.13,0.16,1.37,58.02,5668,1807,3861,2254,531,155,92,59,31.88,68.12,39.77,9.37,2.73,1.62,1.04,3338,3182,156,95.33,4.67,43646,2513,1549,964,61.64,38.36,175900,765
6037502901,502901,5348,1263,51,16,171,9,86,3732,23.62,0.95,0.3,3.2,0.37,0.17,1.61,69.78,3049,813,2236,1275,265,58,23,7,26.66,73.34,41.82,8.69,1.9,0.75,0.23,2532,2408,124,95.1,4.9,53722,1373,1147,226,83.54,16.46,165100,1007
6037502902,502902,3777,542,57,14,93,0,40,3025,14.35,1.51,0.37,2.46,0.16,0,1.06,80.09,2037,920,1117,608,157,37,6,0,45.16,54.84,29.85,7.71,1.82,0.29,0,1465,1254,211,85.6,14.4,36051,849,416,433,49,51,168500,711
6037503000,503000,5924,423,57,10,70,3,58,5280,7.14,0.96,0.17,1.18,0.39,0.05,0.98,89.13,2788,1899,889,435,76,42,26,0,68.11,31.89,15.6,2.73,1.51,0.93,0,2222,2008,214,90.37,9.63,42122,1144,533,611,46.59,53.41,163900,769
6037503101,503101,7152,1772,79,33,335,16,106,4796,24.78,1.1,0.46,4.68,0.21,0.22,1.48,67.06,4107,1579,2528,1565,443,142,76,30,38.45,61.55,38.11,10.79,3.46,1.85,0.73,3293,3034,259,92.13,7.87,42365,1981,1115,866,56.28,43.72,165300,718
6037503102,503102,7463,1025,62,23,157,3,61,6118,13.73,0.83,0.31,2.1,0.19,0.04,0.82,81.98,3990,1952,2038,1039,256,67,29,5,48.92,51.08,26.04,6.42,1.68,0.73,0.13,3117,2817,300,90.38,9.62,45000,1637,1120,517,68.42,31.58,157800,776
6037503201,503201,3814,1416,47,9,148,6,50,2137,37.13,1.23,0.24,3.88,0.03,0.16,1.31,56.03,2349,509,1840,1160,371,93,31,4,21.67,78.33,49.38,15.79,3.96,1.32,0.17,1781,1690,91,94.89,5.11,62212,1120,1002,118,89.46,10.54,185400,842
6037503202,503202,3955,1077,55,12,75,5,70,2656,27.23,1.39,0.3,1.9,0.13,0.13,1.77,67.16,2284,676,1608,828,161,33,20,16,29.6,70.4,36.25,7.05,1.44,0.88,0.7,1679,1578,101,93.98,6.02,45664,1142,801,341,70.14,29.86,165800,685
6037503301,503301,3257,1530,16,13,56,1,35,1606,46.98,0.49,0.4,1.72,0,0.03,1.07,49.31,2077,413,1664,1146,313,101,7,0,19.88,80.12,55.18,15.07,4.86,0.34,0,1534,1430,104,93.22,6.78,53051,1072,902,170,84.14,15.86,183000,900
6037503302,503302,6285,1885,108,22,176,11,80,3995,29.99,1.72,0.35,2.8,0.13,0.18,1.27,63.56,3596,1059,2537,1611,408,97,26,0,29.45,70.55,44.8,11.35,2.7,0.72,0,2955,2775,180,93.91,6.09,49104,1848,975,873,52.76,47.24,181000,725
6037503401,503401,6269,3631,52,26,300,5,124,2125,57.92,0.83,0.41,4.79,0.1,0.08,1.98,33.9,4228,497,3731,2529,925,308,73,32,11.75,88.25,59.82,21.88,7.28,1.73,0.76,2959,2842,117,96.05,3.95,52669,2320,1577,743,67.97,32.03,216200,839
6037503402,503402,3821,2107,16,17,96,10,65,1505,55.14,0.42,0.44,2.51,0.13,0.26,1.7,39.39,2524,396,2128,1480,444,112,49,11,15.69,84.31,58.64,17.59,4.44,1.94,0.44,1924,1831,93,95.17,4.83,56679,1341,1089,252,81.21,18.79,192900,930
6037503501,503501,6274,2117,68,22,178,5,113,3767,33.74,1.08,0.35,2.84,0.06,0.08,1.8,60.04,3667,826,2841,1646,472,111,28,0,22.53,77.47,44.89,12.87,3.03,0.76,0,2897,2689,208,92.82,7.18,47385,1937,1136,801,58.65,41.35,175100,754
6037503502,503502,3926,1872,21,12,168,8,77,1757,47.68,0.53,0.31,4.28,0.28,0.2,1.96,44.75,2485,350,2135,1337,339,99,22,22,14.08,85.92,53.8,13.64,3.98,0.89,0.89,1954,1854,100,94.88,5.12,50335,1253,1021,232,81.48,18.52,176000,841
6037503601,503601,4139,2193,64,15,184,0,83,1598,52.98,1.55,0.36,4.45,0.05,0,2.01,38.61,2661,402,2259,1423,352,162,80,61,15.11,84.89,53.48,13.23,6.09,3.01,2.29,1978,1879,99,94.99,5.01,65669,1223,1046,177,85.53,14.47,196700,1071
6037503602,503602,3745,2226,36,2,366,12,91,1007,59.44,0.96,0.05,9.77,0.13,0.32,2.43,26.89,2533,238,2295,1696,786,334,100,36,9.4,90.6,66.96,31.03,13.19,3.95,1.42,1750,1669,81,95.37,4.63,80316,1225,1138,87,92.9,7.1,280400,841
6037503701,503701,4603,2435,84,13,140,4,111,1810,52.9,1.82,0.28,3.04,0.13,0.09,2.41,39.32,2852,552,2300,1453,413,144,20,9,19.35,80.65,50.95,14.48,5.05,0.7,0.32,2273,2110,163,92.83,7.17,49722,1635,946,689,57.86,42.14,205700,736
6037503702,503702,4935,2729,74,22,190,7,79,1830,55.3,1.5,0.45,3.85,0.08,0.14,1.6,37.08,3148,428,2720,1726,483,62,10,0,13.6,86.4,54.83,15.34,1.97,0.32,0,2414,2304,110,95.44,4.56,56678,1686,1207,479,71.59,28.41,214700,747
6037503703,503703,7391,3071,123,20,2880,33,135,1125,41.55,1.66,0.27,38.97,0.05,0.45,1.83,15.22,5230,384,4846,3688,2100,729,235,55,7.34,92.66,70.52,40.15,13.94,4.49,1.05,3523,3442,81,97.7,2.3,66250,2789,2345,444,84.08,15.92,248800,597
6037503801,503801,4099,1990,61,25,631,12,76,1295,48.55,1.49,0.61,15.39,0.22,0.29,1.85,31.59,2571,374,2197,1572,639,178,59,0,14.55,85.45,61.14,24.85,6.92,2.29,0,1914,1856,58,96.97,3.03,65542,1230,903,327,73.41,26.59,200600,871
6037503802,503802,4956,2050,102,8,983,25,81,1698,41.36,2.06,0.16,19.83,0.18,0.5,1.63,34.26,3170,418,2752,2136,1026,287,93,24,13.19,86.81,67.38,32.37,9.05,2.93,0.76,2580,2478,102,96.05,3.95,62165,1586,1351,235,85.18,14.82,204800,915
6037503901,503901,2670,1317,56,16,245,2,63,965,49.33,2.1,0.6,9.18,0.22,0.07,2.36,36.14,1791,322,1469,981,365,111,33,12,17.98,82.02,54.77,20.38,6.2,1.84,0.67,1364,1313,51,96.26,3.74,61389,815,728,87,89.33,10.67,200600,1313
6037503902,503902,4492,2355,89,6,344,5,80,1610,52.43,1.98,0.13,7.66,0.07,0.11,1.78,35.84,2868,438,2430,1681,633,173,35,10,15.27,84.73,58.61,22.07,6.03,1.22,0.35,2077,1943,134,93.55,6.45,62090,1417,1210,207,85.39,14.61,198500,1108
6037504001,504001,4784,2871,145,13,496,6,118,1120,60.01,3.03,0.27,10.37,0.31,0.13,2.47,23.41,2282,335,1947,1356,559,221,53,46,14.68,85.32,59.42,24.5,9.68,2.32,2.02,2573,2234,339,86.82,13.18,49438,1238,876,362,70.76,29.24,211700,1369
6037504002,504002,5138,2614,72,16,389,8,150,1858,50.88,1.4,0.31,7.57,0.6,0.16,2.92,36.16,3307,520,2787,1978,693,155,56,12,15.72,84.28,59.81,20.96,4.69,1.69,0.36,2338,2199,139,94.05,5.95,60817,1659,1333,326,80.35,19.65,207200,806
6037504101,504101,5369,1371,103,17,382,17,78,3381,25.54,1.92,0.32,7.11,0.37,0.32,1.45,62.97,3076,1145,1931,1144,277,83,30,24,37.22,62.78,37.19,9.01,2.7,0.98,0.78,2293,2149,144,93.72,6.28,50183,1398,1029,369,73.61,26.39,159900,643
6037504102,504102,8,7,0,0,0,0,0,1,87.5,0,0,0,0,0,0,12.5,5,2,3,3,2,2,0,0,40,60,60,40,40,0,0,3,3,0,100,0,110555,5,4,1,80,20,171900,575
6037530003,530003,2942,779,13,8,625,2,122,1393,26.48,0.44,0.27,21.24,0,0.07,4.15,47.35,2207,381,1826,1373,634,258,117,0,17.26,82.74,62.21,28.73,11.69,5.3,0,1534,1394,140,90.87,9.13,70951,953,905,48,94.96,5.04,257700,875
6037530004,530004,3773,626,29,3,357,5,107,2646,16.59,0.77,0.08,9.46,0,0.13,2.84,70.13,2413,686,1727,918,276,115,26,16,28.43,71.57,38.04,11.44,4.77,1.08,0.66,1413,1239,174,87.69,12.31,42072,1205,663,542,55.02,44.98,212100,731
6037530005,530005,4478,530,18,1,2598,1,132,1196,11.84,0.4,0.02,58.02,0.04,0.02,2.95,26.71,3237,694,2543,2087,1287,393,111,27,21.44,78.56,64.47,39.76,12.14,3.43,0.83,2188,2107,81,96.3,3.7,75807,1379,1267,112,91.88,8.12,269200,1188
6037530006,530006,3929,642,24,5,841,11,185,2219,16.34,0.61,0.13,21.4,0.05,0.28,4.71,56.48,2703,631,2072,1401,596,210,64,0,23.34,76.66,51.83,22.05,7.77,2.37,0,1968,1874,94,95.22,4.78,41801,1477,327,1150,22.14,77.86,219400,807
6037530101,530101,5208,666,33,13,157,7,119,4212,12.79,0.63,0.25,3.01,0.02,0.13,2.28,80.88,2984,1386,1598,1024,259,97,49,0,46.45,53.55,34.32,8.68,3.25,1.64,0,1993,1793,200,89.96,10.04,27887,1641,409,1232,24.92,75.08,177800,636
6037530102,530102,5079,848,9,16,239,3,177,3786,16.7,0.18,0.32,4.71,0.02,0.06,3.48,74.54,3303,1289,2014,1201,306,90,20,14,39.03,60.97,36.36,9.26,2.72,0.61,0.42,1892,1760,132,93.02,6.98,33445,1664,791,873,47.54,52.46,214000,615
6037530202,530202,4038,384,9,8,281,2,22,3321,9.51,0.22,0.2,6.96,0.27,0.05,0.54,82.24,2496,865,1631,986,242,50,6,0,34.66,65.34,39.5,9.7,2,0.24,0,1624,1427,197,87.87,12.13,41667,1187,809,378,68.16,31.84,179600,655
6037530203,530203,3377,360,12,7,301,7,52,2638,10.66,0.36,0.21,8.91,0,0.21,1.54,78.12,2067,906,1161,750,260,50,9,0,43.83,56.17,36.28,12.58,2.42,0.44,0,1403,1335,68,95.15,4.85,31979,1059,334,725,31.54,68.46,201800,663
6037530204,530204,3690,403,25,12,131,8,52,3058,10.92,0.68,0.33,3.55,0.03,0.22,1.41,82.87,2119,831,1288,622,136,32,17,8,39.22,60.78,29.35,6.42,1.51,0.8,0.38,1474,1320,154,89.55,10.45,30486,1153,373,780,32.35,67.65,177600,677
6037530301,530301,2260,81,3,4,21,2,3,2146,3.58,0.13,0.18,0.93,0,0.09,0.13,94.96,1378,727,651,296,90,25,15,0,52.76,47.24,21.48,6.53,1.81,1.09,0,932,819,113,87.88,12.12,28608,627,250,377,39.87,60.13,156500,634
6037530302,530302,6597,178,4,17,68,11,37,6280,2.7,0.06,0.26,1.03,0.03,0.17,0.56,95.19,3669,2118,1551,818,177,8,0,0,57.73,42.27,22.29,4.82,0.22,0,0,2424,2075,349,85.6,14.4,31898,1745,779,966,44.64,55.36,173500,617
